Loading files...
200 spam files
200 ham files

50% used for training and 50% used for testing

Splitting data...
200 spam files
200 ham files

Spam: 100 training files and 100 test files
Ham:  100 training files and 100 test files

Making Suffix Tree...

Testing Data...
testing spam 100

testing ham 100

Done!!!


Stats:
TH       SS       SH       HS       HH       Accuracy TPR      FPR      TNR      FNR
8.24     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.25     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.26     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.27     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.28     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.29     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.30     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.31     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.32     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.33     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.34     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.35     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.36     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.37     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.38     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.39     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.40     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.41     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.42     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.43     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.44     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.45     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.46     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.47     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.48     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.49     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.50     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.51     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.52     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.53     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.54     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.55     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.56     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.57     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.58     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.59     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.60     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.61     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.62     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.63     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.64     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.65     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.66     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.67     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.68     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.69     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.70     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.71     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.72     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.73     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.74     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.75     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.76     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.77     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.78     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.79     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.80     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.81     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.82     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.83     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.84     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.85     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.86     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.87     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.88     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.89     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.90     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.91     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.92     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.93     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.94     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.95     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.96     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.97     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.98     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
8.99     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.00     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.01     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.02     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.03     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.04     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.05     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.06     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.07     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.08     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.09     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.10     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.11     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.12     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.13     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.14     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.15     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.16     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.17     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.18     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.19     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.20     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.21     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.22     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.23     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.24     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.25     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.26     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.27     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.28     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.29     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.30     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.31     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.32     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.33     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.34     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.35     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.36     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.37     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.38     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.39     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.40     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.41     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.42     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.43     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.44     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.45     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.46     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.47     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.48     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.49     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.50     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.51     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.52     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.53     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.54     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.55     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.56     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.57     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.58     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.59     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.60     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.61     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.62     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.63     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.64     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.65     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.66     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.67     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.68     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.69     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.70     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.71     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.72     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.73     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.74     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.75     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.76     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.77     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.78     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.79     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.80     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.81     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.82     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.83     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.84     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.85     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.86     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.87     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.88     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.89     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.90     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.91     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.92     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.93     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.94     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.95     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.96     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.97     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.98     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
9.99     100      0        100      0        0.500    1.000    1.000    0.000    0.000    
10.00    100      0        100      0        0.500    1.000    1.000    0.000    0.000    
